Bug ID,Source ID / Reference,Source Type,Module,Parent Module,Bug Title,Bug Description,Severity,Priority,Reproduction Status,Live Verification Status,Reminder Feature Status,Likely Files,Likely Functions,Likely Tables,Likely Columns,Related Modules,Duplicate Status,Master Bug ID,Parent Bug Link,Technical Confidence,Evidence ID / Source Row,Evidence Path,Dummy Data Used,Observed Behavior,Expected Behavior,PRD Requirement ID,Jira Key,Jira Status,Root Cause Analysis,Fix Complexity,Fix Owner Role,Recommended Next Action,Reviewer Name,Review Date,Verification Notes,Security Impact,Data Loss Risk,Blocked Journeys,Closure Status
BUG-280,DA-TAB-ROW-280,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #280,Automated/DA stress audit finding #280 in BIMAN (Insurance).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-280,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-280,SVAR-480,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-281,DA-TAB-ROW-281,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #281,Automated/DA stress audit finding #281 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-281,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-281,SVAR-481,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-282,DA-TAB-ROW-282,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #282,Automated/DA stress audit finding #282 in SAMPATTI (Assets).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-282,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-282,SVAR-482,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-283,DA-TAB-ROW-283,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),LAKSHYA (Goals) edge-case form validation / calculation sync issue #283,Automated/DA stress audit finding #283 in LAKSHYA (Goals).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-283,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-283,SVAR-483,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-284,DA-TAB-ROW-284,DA Workbook / QA Stress Test,TAX,TAX,TAX edge-case form validation / calculation sync issue #284,Automated/DA stress audit finding #284 in TAX.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(tax)/page.tsx,handleSubmit(),tax_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-284,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-TAX-284,SVAR-484,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-285,DA-TAB-ROW-285,DA Workbook / QA Stress Test,FAMILY,FAMILY,FAMILY edge-case form validation / calculation sync issue #285,Automated/DA stress audit finding #285 in FAMILY.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(family)/page.tsx,handleSubmit(),family_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-285,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-FAMILY-285,SVAR-485,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-286,DA-TAB-ROW-286,DA Workbook / QA Stress Test,VAULT (Documents),VAULT (Documents),VAULT (Documents) edge-case form validation / calculation sync issue #286,Automated/DA stress audit finding #286 in VAULT (Documents).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vault (documents))/page.tsx,handleSubmit(),vault (documents)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-286,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VAULT (Documents)-286,SVAR-486,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-287,DA-TAB-ROW-287,DA Workbook / QA Stress Test,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION edge-case form validation / calculation sync issue #287,Automated/DA stress audit finding #287 in SYSTEM/GAMIFICATION.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(system/gamification)/page.tsx,handleSubmit(),system/gamification_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-287,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SYSTEM/GAMIFICATION-287,SVAR-487,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-288,DA-TAB-ROW-288,DA Workbook / QA Stress Test,ADMIN,ADMIN,ADMIN edge-case form validation / calculation sync issue #288,Automated/DA stress audit finding #288 in ADMIN.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(admin)/page.tsx,handleSubmit(),admin_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-288,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ADMIN-288,SVAR-488,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-289,DA-TAB-ROW-289,DA Workbook / QA Stress Test,AUTH,AUTH,AUTH edge-case form validation / calculation sync issue #289,Automated/DA stress audit finding #289 in AUTH.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(auth)/page.tsx,handleSubmit(),auth_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-289,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-AUTH-289,SVAR-489,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-290,DA-TAB-ROW-290,DA Workbook / QA Stress Test,ONBOARDING,ONBOARDING,ONBOARDING edge-case form validation / calculation sync issue #290,Automated/DA stress audit finding #290 in ONBOARDING.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(onboarding)/page.tsx,handleSubmit(),onboarding_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-290,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ONBOARDING-290,SVAR-490,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-291,DA-TAB-ROW-291,DA Workbook / QA Stress Test,DASHBOARD,DASHBOARD,DASHBOARD edge-case form validation / calculation sync issue #291,Automated/DA stress audit finding #291 in DASHBOARD.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(dashboard)/page.tsx,handleSubmit(),dashboard_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-291,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-DASHBOARD-291,SVAR-491,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-292,DA-TAB-ROW-292,DA Workbook / QA Stress Test,KHATE (Bank Hub),KHATE (Bank Hub),KHATE (Bank Hub) edge-case form validation / calculation sync issue #292,Automated/DA stress audit finding #292 in KHATE (Bank Hub).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(khate (bank hub))/page.tsx,handleSubmit(),khate (bank hub)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-292,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KHATE (Bank Hub)-292,SVAR-492,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-293,DA-TAB-ROW-293,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #293,Automated/DA stress audit finding #293 in NIVESH (Investments).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-293,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-293,SVAR-493,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-294,DA-TAB-ROW-294,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #294,Automated/DA stress audit finding #294 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-294,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-294,SVAR-494,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-295,DA-TAB-ROW-295,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #295,Automated/DA stress audit finding #295 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-295,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-295,SVAR-495,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-296,DA-TAB-ROW-296,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #296,Automated/DA stress audit finding #296 in BIMAN (Insurance).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-296,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-296,SVAR-496,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-297,DA-TAB-ROW-297,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #297,Automated/DA stress audit finding #297 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-297,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-297,SVAR-497,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-298,DA-TAB-ROW-298,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #298,Automated/DA stress audit finding #298 in SAMPATTI (Assets).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-298,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-298,SVAR-498,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-299,DA-TAB-ROW-299,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),Reminder notification failure in LAKSHYA (Goals) [Feature Unimplemented Live],Automated/DA stress audit finding #299 in LAKSHYA (Goals).,Medium (P3),P3,Not Tested - Feature Unavailable,Needs WD Verification,Not Implemented in Current Build,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-299,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-299,SVAR-499,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
